title_en,href,title_ru,page_num
Eyeshield 21: Jump Festa 2005 Special,https://shikimori.one/animes/6418-eyeshield-21-jump-festa-2005-special,Айшилд 21: Джамп Феста 2005 — Спешл,218
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,https://shikimori.one/animes/z33456-fate-kaleid-liner-prisma-illya-3rei-specials,Судьба/Девочка-волшебница Иллия 3: Спешлы,218
Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,https://shikimori.one/animes/29853-girls-panzer-heartful-tank-disc-fushou-akiyama-yukari-no-sensha-kouza,Девушки и танки: Сердечное танковое представление — Изучаем танки с Юкари Акиямой,219
Hikari to Mizu no Daphne,https://shikimori.one/animes/1082-hikari-to-mizu-no-daphne,Дафна: Тайна сияющих вод,219
Hinako Note,https://shikimori.one/animes/z33948-hinako-note,Тетрадь Хинако,219
Hitori no Shita: The Outcast,https://shikimori.one/animes/33421-hitori-no-shita-the-outcast,Один из отвергнутых: Изгой,219
Hyakko Extra,https://shikimori.one/animes/z6958-hyakko-extra,Хьякко Экстра,219
Ichiban Ushiro no Daimaou Specials,https://shikimori.one/animes/8465-ichiban-ushiro-no-daimaou-specials,Князь тьмы с задней парты: Спешлы,219
Inazuma Eleven: Ares no Tenbin,https://shikimori.one/animes/33733-inazuma-eleven-ares-no-tenbin,Инадзума 11: Весы Ареса,219
Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,https://shikimori.one/animes/24451-kanojo-ga-flag-wo-oraretara-christmas-sonna-mono-ga-boku-ni-tsuuyou-suru-to-omou-no-ka,Если бы я сломал её флаг OVA,219
Kidou Senkan Nadesico: The Prince of Darkness,https://shikimori.one/animes/219-kidou-senkan-nadesico-the-prince-of-darkness,Крейсер Надэсико: Принц тьмы,219
Olympia Kyklos,https://shikimori.one/animes/41266-olympia-kyklos,Олимпия Киклос,219
Koutetsujou no Kabaneri: Ran - Hajimaru Michiato,https://shikimori.one/animes/38426-koutetsujou-no-kabaneri-ran-hajimaru-michiato,Кабанэри железной крепости: Война — Начало следа,219
Macross 7 Plus,https://shikimori.one/animes/6209-macross-7-plus,Макросс 7 Плюс,219
Mahoutsukai no Yome: Gakuin-hen,https://shikimori.one/animes/40134-mahoutsukai-no-yome-gakuin-hen,Невеста чародея: Колледж,219
Makai Senki Disgaea,https://shikimori.one/animes/z860-makai-senki-disgaea,Сага войн Преисподней: Дисгая,219
"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no Ja!",https://shikimori.one/animes/17743-maoyuu-maou-yuusha-kono-monogatari-wa-daniku-dake-dewanai-no-ja,Королева демонов и Герой: В нашей истории не может быть ничего бесполезного!,219
Metal Fight Beyblade: Baku,https://shikimori.one/animes/8410-metal-fight-beyblade-baku,Бейблэйд: Мастера металла,219
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,https://shikimori.one/animes/7857-mini-sengoku-basara-chousokabe-kun-to-mouri-kun,Эпоха смут: Мини — Чосокабэ и Мори,219
Mobile Suit Victory Gundam,https://shikimori.one/animes/89-mobile-suit-victory-gundam,Мобильный воин Гандам Виктория,219
Monster Farm: Legend e no Michi,https://shikimori.one/animes/13201-monster-farm-legend-e-no-michi,Ферма чудищ: Дорога к легенде,219
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,https://shikimori.one/animes/594-naruto-takigakure-no-shitou-ore-ga-eiyuu-dattebayo,Наруто: Битва на Хидден-Фолс,219
Nurse Angel Ririka SOS,https://shikimori.one/animes/616-nurse-angel-ririka-sos,Медсестра-ангел Ририка SOS,220
One Piece: Taose! Kaizoku Ganzack,https://shikimori.one/animes/466-one-piece-taose-kaizoku-ganzack,Ван-Пис: Победить пирата Ганзака!,220
"Onegai☆Teacher: Marie, Ai no Gekijou",https://shikimori.one/animes/7474-onegai-teacher-marie-ai-no-gekijou,"Пожалуйста, учитель: Спецвыпуск",220
Ontama!,https://shikimori.one/animes/6890-ontama,Онтама!,220
Panda Kopanda,https://shikimori.one/animes/2611-panda-kopanda,Панда большая и маленькая,220
Pokemon Best Wishes! Season 2: Episode N,https://shikimori.one/animes/17115-pokemon-best-wishes-season-2-episode-n,Покемон: Наилучших благ! 2 — Эпизод N,220
Re-Kan!,https://shikimori.one/animes/25859-re-kan,Ре-Кан! ,220
Saibi,https://shikimori.one/animes/21027-saibi,Подделка,220
Saikyou Bushouden: Sangoku Engi,https://shikimori.one/animes/6902-saikyou-bushouden-sangoku-engi,Романтика Троецарствия,220
Sora no Method,https://shikimori.one/animes/z23209-sora-no-method,Метод небес,220
Starmyu 2nd Season Special,https://shikimori.one/animes/35774-starmyu-2nd-season-special,Музыкальная школа звёзд 2: Дополнительные эпизод,220
Teekyuu 2,https://shikimori.one/animes/18121-teekyuu-2,Теннис 2,220
Tokyo Tribe 2,https://shikimori.one/animes/1703-tokyo-tribe-2,Токийские банды 2,220
Uchuu Senkan Yamato 2199: Tsuioku no Koukai,https://shikimori.one/animes/23931-uchuu-senkan-yamato-2199-tsuioku-no-koukai,Космический линкор Ямато 2199: Спешл,220
Youkai Watch,https://shikimori.one/animes/19157-youkai-watch,Часы ёкаев,220
3D Kanojo: Real Girl,https://shikimori.one/animes/z36793-3d-kanojo-real-girl,Реальная девушка,220
Akame ga Kill! Recap,https://shikimori.one/animes/26449-akame-ga-kill-recap,Убийца Акамэ! Рекап,220
Ao no Kanata no Four Rhythm,https://shikimori.one/animes/28391-ao-no-kanata-no-four-rhythm,"Четыре ритма сквозь синеву: За небо, в небосвод",220
Arad Senki: Slap Up Party,https://shikimori.one/animes/4657-arad-senki-slap-up-party,Крутая компания: Арадские приключения,220
Baja no Studio: Baja no Mita Umi,https://shikimori.one/animes/39735-baja-no-studio-baja-no-mita-umi,"Бадзя: Творческий подход, сейчас!",220
Baja no Studio: Baja no Mita Umi,,"Бадзя: Творческий подход, сейчас!",221
Bastard!!: Ankoku no Hakaishin,,Ублюдок!! Сокрушитель тьмы,221
Boku wa Tomodachi ga Sukunai Episode 0,,У меня мало друзей: Эпизод 0,221
Brothers Conflict OVA,,Конфликт братьев OVA,221
Chibi☆Devi!,,Крошка-дьяволёнок!,221
Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,,Син-тян 2007,221
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,,Син-тян 2009,221
Dog Days' Specials,,Собачьи дни 2: Спешлы,221
Doraemon Meets Hattori the Ninja,,Дораэмон встречает ниндзя Хаттори,221
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,,Драконий жемчуг Зет: План по уничтожению саянцев 2,221
Fantascope: Tylostoma,,Раковина фантастических видений,221
Flag Director's Edition: Issenman no Kufura no Kiroku,,Флаг,221
Fortune Arterial: Akai Yakusoku,,Развилка фортуны,221
Furusato Japan,,"Япония, Наше Отечество",221
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,,"Хорошенькое лекарство: Звёздный всплеск — Время, повисшее на волоске!",221
Genki Bakuhatsu Ganbaruger,,Энергетическая бомба Гамбаругер,221
Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,,Дар: Вечная радуга — Спешл,221
Glass no Hana to Kowasu Sekai,,Стеклянный цветок и разрушение мира,221
Granblue Fantasy The Animation,,Фантазия Гранблю,221
Highlander: The Search for Vengeance,,Горец: В поисках мести,221
Kiratto Pri☆chan Season 2,,Блистательный ПриКан 2,222
Hoshi no Oujisama Petit Prince,,Приключения Маленького Принца,222
Kanon Kazahana,,Канон: Цветы ветра,222
Kyoto Teramachi Sanjou no Holmes,,"Холмс на Тэрамати-Сандзё, Киото",222
Mahou no Princess Minky Momo,,Принцесса-волшебница Минки Момо,222
Mahoutsukai ni Taisetsu na Koto,,Нечто важное для мага,222
Makai Senki Disgaea: Welcome to Netherworld,,Сага войн Преисподней: Дисгая — Добро пожаловать в Ад,222
Mamotte! Lollipop,,"Храни меня, леденец!",222
Mashin Eiyuuden Wataru 2,,Маленькие спасатели 2,222
Mitsuami no Kamisama,,Богиня Мицуами,222
Moyashimon: Kin Gekijou Deluxe,,Сельскохозяйственные истории: Театр бактерий,222
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,,Серена x Ван-Пис 3D: Погоня за Соломенной шляпой — Проникновение! Таузенд Санни!,222
Penguin Musume♥Heart,,Девочка-пингвин,222
Pokemon XY: Sora no Hahen,,Покемон XY: Фрагменты небес,222
Shinkansen Henkei Robo Shinkalion The Animation,,Экспресс-трансформер Синкалион,222
Sirius no Densetsu,,Легенда о Сириусе,222
Soukou Kihei Votoms: Genei-hen,,Бронированные воины Вотомы: Фантом,222
Sousei no Aquarion Evol,,Акварион: Эвол — Спешл,222
Suki na Mono wa Suki Dakara Shou ga Nai!!,,"Мне нравится то, что мне нравится, вот так! ",222
Tailenders,,Севшие на хвост,222
Tsugumomo OVA,https://shikimori.one/animes/39470-tsugumomo-ova,Цугумомо OVA,223
Uchuu Senkan Yamato (Movie),https://shikimori.one/animes/711-uchuu-senkan-yamato-movie,Космический линкор Ямато,223
Umi ga Kikoeru,https://shikimori.one/animes/743-umi-ga-kikoeru,Здесь слышен океан,223
Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,https://shikimori.one/animes/31521-ushinawareta-mirai-wo-motomete-ushinawareta-natsuyasumi-wo-motomete,В поисках потерянного будущего: В поисках потерянных летних каникул,223
Viewtiful Joe,https://shikimori.one/animes/278-viewtiful-joe,Красавчег Джо,223
WXIII Kidou Keisatsu Patlabor,https://shikimori.one/animes/1290-wxiii-kidou-keisatsu-patlabor,Полиция будущего: Монстр,223
Yu☆Gi☆Oh! VRAINS,https://shikimori.one/animes/34866-yu-gi-oh-vrains,Югио! (2017),223
.hack//G.U. Returner,https://shikimori.one/animes/2928-hack-g-u-returner,.хак//Вернувшийся,223
Attack No.1,https://shikimori.one/animes/1550-attack-no-1,Лучшая подача,223
Blood-C: Special Edition,https://shikimori.one/animes/14117-blood-c-special-edition,Кровь-C: Специальное издание,223
Cardfight!! Vanguard G: Stride Gate-hen,https://shikimori.one/animes/32802-cardfight-vanguard-g-stride-gate-hen,Карточные бои Авангарда G: Врата Страйда,223
Cheer Danshi!!,https://shikimori.one/animes/32483-cheer-danshi,Ребята-чирлидеры!,223
Chou Robot Seimeitai Transformers Micron Densetsu,https://shikimori.one/animes/1675-chou-robot-seimeitai-transformers-micron-densetsu,Трансформеры: Армада,223
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,https://shikimori.one/animes/36855-chuunibyou-demo-koi-ga-shitai-movie-take-on-me-mini-drama-koukai-chokuzen-no-kaiko-gekijou,Чудачества любви не помеха: Положись на меня — Мини-постановка,223
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,https://shikimori.one/animes/37910-code-realize-sousei-no-himegimi-set-a-thief-to-catch-a-thief,Страж перерождения OVA,223
"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest",https://shikimori.one/animes/14893-dakara-boku-wa-h-ga-dekinai-mie-sugi-mizugi-contest,"Говорю же, у меня не встаёт! Конкурс купальников",223
Dansai Bunri no Crime Edge,https://shikimori.one/animes/z16355-dansai-bunri-no-crime-edge,Отсекающие и разделяющие преступные лезвия,223
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,https://shikimori.one/animes/894-dragon-ball-z-movie-01-ora-no-gohan-wo-kaese,Драконий жемчуг Зет: Верните Гохана!!,223
Dragon Crisis!,https://shikimori.one/animes/9330-dragon-crisis,Драконий кризис!,223
Dragon Drive,https://shikimori.one/animes/296-dragon-drive,Драгон Драйв,223
Dragon Drive,https://shikimori.one/animes/296-dragon-drive,Драгон Драйв,224
eX-Driver,https://shikimori.one/animes/377-ex-driver,Экс-Драйвер,224
Fatal Fury 2: The New Battle,https://shikimori.one/animes/1800-fatal-fury-2-the-new-battle,Фатальная ярость 2,224
Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,https://shikimori.one/animes/z18851-fate-kaleid-liner-prisma-illya-undoukai-de-dance,Судьба/Девочка-волшебница Иллия OVA,224
Gintama x Mameshiba,https://shikimori.one/animes/19261-gintama-x-mameshiba,Гинтама x Фасоль,224
Goshuushou-sama Ninomiya-kun,https://shikimori.one/animes/2494-goshuushou-sama-ninomiya-kun,"Примите наши соболезнования, Ниномия",224
Gurazeni Season 2,https://shikimori.one/animes/z37990-gurazeni-season-2,Денежное поле 2,224
Hand Maid May,https://shikimori.one/animes/318-hand-maid-may,Ручная горничная Мэй,224
Hand Maid May: Akiramemasen,https://shikimori.one/animes/2217-hand-maid-may-akiramemasen,Ручная горничная Мэй: Спешл,224
Happiness!: Watarase Jun no Kareinaru Ichinichi,https://shikimori.one/animes/1902-happiness-watarase-jun-no-kareinaru-ichinichi,Счастье! Прекрасный день Джун Ватарасэ,224
Harukana Receive,https://shikimori.one/animes/35983-harukana-receive,Харука и Каната принимают подачу,224
Hentai Ouji to Warawanai Neko.: Henneko BBS,https://shikimori.one/animes/21541-hentai-ouji-to-warawanai-neko-henneko-bbs,Нахальный принц и кошка-несмеяна: Спецвыпуски,224
Hibike! Euphonium: Suisougaku-bu no Nichijou,https://shikimori.one/animes/31096-hibike-euphonium-suisougaku-bu-no-nichijou,"Звучи, эуфониум! Будни школьного оркестра",224
Hidamari no Ki,https://shikimori.one/animes/2694-hidamari-no-ki,Деревья под солнцем,224
Hinamatsuri,https://shikimori.one/animes/35102-hinamatsuri,Хинамацури,224
Houkago Saikoro Club,https://shikimori.one/animes/38276-houkago-saikoro-club,Клуб настольных игр,224
,https://shikimori.one/animes/40806-huyao-xiao-hongniang-wei-sheng,,224
Katsugeki/Touken Ranbu,https://shikimori.one/animes/z33018-katsugeki-touken-ranbu,Танец мечей,224
Kiddy GiRL-AND Pilot,https://shikimori.one/animes/5859-kiddy-girl-and-pilot,Детское подразделение 2: Пилотный выпуск,224
Kinnikuman: Kinnikusei Oui Soudatsu-hen,https://shikimori.one/animes/3281-kinnikuman-kinnikusei-oui-soudatsu-hen,Человек-мускул: Схватка за лидерство,224
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,,Призрак в доспехах: Синдром одиночки — Сообщество стабильной государственности 3D. Дни татиком,225
Love Live! Sunshine!! Recap,,Живая любовь! Сияние!! Рекап,225
Lupin III: Russia yori Ai wo Komete,,Люпен III: Из России с любовью,225
Macross Δ Movie: Gekijou no Walküre,,Макросс Дельта: Страсть валькирий,225
Mahou Shoujo Lyrical Nanoha ViVid,,Лиричная волшебница Наноха: Вивид,225
Mayoi Neko Overrun!,,Нашествие бродячих кошек!,225
Mayonaka no Occult Koumuin,,Оккультные служащие полуночи,225
Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,,Муроми на волне ОВА,225
No Game No Life Specials,,Нет игры — нет жизни: Спешлы,225
Papa to Odorou,,Потанцуем с папой,225
R-15: R15 Shounen Hyouryuuki,,Р-15 OVA,225
Sasami: Mahou Shoujo Club 2,,Сасами: Клуб девочек-волшебниц 2,225
Shichinin no Nana,,Семь из семи,225
Stratos 4 OVA,,Стратос 4 OVA,225
Suteki Tantei Labyrinth,,Удивительный детектив Лабиринт,225
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,,Сказания Симфонии: Частный урок профессора Кратоса,225
Teekyuu 4,,Теннис 4,225
Terra e... (TV) Specials,,Достичь Терры: Спешлы,225
Tesagure! Bukatsumono,,Внешкольная жизнь,225
Uta∽Kata,,Ута-Ката,225
Viper's Creed,https://shikimori.one/animes/5505-viper-s-creed,Вайперс Крид,226
Xie Wang Zhui Qi,https://shikimori.one/animes/39188-xie-wang-zhui-qi,Охота демонического короля на свою жену,226
Zuori Qing Kong,https://shikimori.one/animes/37207-zuori-qing-kong,Хрустальное небо вчерашнего дня,226
ACCA: 13-ku Kansatsu-ka Specials,https://shikimori.one/animes/35720-acca-13-ku-kansatsu-ka-specials,АККА: Инспекция по 13 округам — Спешлы,226
Afro Samurai Pilot,https://shikimori.one/animes/27939-afro-samurai-pilot,Афросамурай: Пилотный выпуск,226
Amaenaide yo!! Katsu!!,https://shikimori.one/animes/886-amaenaide-yo-katsu,Не приставай ко мне!! Хуже будет!!,226
Aoki Ryuusei SPT Layzner OVA,https://shikimori.one/animes/5755-aoki-ryuusei-spt-layzner-ova,Голубой метеор СПТ Лейзнер OVA,226
Bakuretsu Tenshi: Infinity Special,https://shikimori.one/animes/2212-bakuretsu-tenshi-infinity-special,Ангелы смерти: Бесконечность — Спешлы,226
Bananya,https://shikimori.one/animes/z32664-bananya,Бананя,226
Blue Drop: Tenshi-tachi no Gikyoku,https://shikimori.one/animes/w2964-blue-drop-tenshi-tachi-no-gikyoku,Синяя капля: Драма ангелов,226
Bonobono (TV),https://shikimori.one/animes/4286-bonobono-tv,Боно Боно,226
Captain Tsubasa: Ayaushi! Zen Nihon Jr.,https://shikimori.one/animes/2119-captain-tsubasa-ayaushi-zen-nihon-jr,Капитан Цубаса,226
Cardfight!! Vanguard G: GIRS Crisis-hen,https://shikimori.one/animes/31196-cardfight-vanguard-g-girs-crisis-hen,Карточные бои Авангарда G: Приборный кризис,226
Chuubyou Gekihatsu Boy Special,https://shikimori.one/animes/40465-chuubyou-gekihatsu-boy-special,Сумасшедшие ребята: Эпизод 12,226
Chuuzumou,https://shikimori.one/animes/8632-chuuzumou,Мышиное сумо,226
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,https://shikimori.one/animes/8361-crayon-shin-chan-movie-07-bakuhatsu-onsen-wakuwaku-daikessen,Син-тян,226
Gaikotsu Shotenin Honda-san OVA,https://shikimori.one/animes/38527-gaikotsu-shotenin-honda-san-ova,Книжник-скелет Хонда OVA,226
Grenadier: Hohoemi no Senshi,https://shikimori.one/animes/297-grenadier-hohoemi-no-senshi,Гренадёр: Улыбающаяся воительница,226
Heisei Inu Monogatari Bow,https://shikimori.one/animes/2749-heisei-inu-monogatari-bow,Современные собачьи истории,226
Hikari to Mizu no Daphne Specials,https://shikimori.one/animes/1898-hikari-to-mizu-no-daphne-specials,Дафна: Тайна сияющих вод — Спешлы,226
Hiyokoi (2012),,Любовь цыплёнка (2012),227
Houkago no Pleiades (TV),,Внеклассные Плеяды (ТВ),227
Kanamewo,,Стержень,227
Kingyo Chuuihou!,,Осторожно! Золотая рыбка!,227
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,,Котикамэ 2,227
Lupin III: Lupin Ikka Seizoroi,,Люпен III: Встреча клана Люпена,227
Lupin III: Napoleon no Jisho wo Ubae,,Люпен III: Словарь Наполеона ,227
Mahou Shoujo Pretty Sammy (1996),,Девочка-волшебница Красотка Самми,227
Meiken Lassie,,Славный пёс Лесси,227
Miyuki,,Миюки,227
Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,,Исчезновение Юки Нагато: Бесконечные летние каникулы ,227
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,,Мы — бескрылые: Под невинным небом,227
Pretty Rhythm: Aurora Dream - Prism Shougekijou,,Прекрасный ритм: Мечты Авроры — Спешлы,227
Pretty Rhythm: Dear My Future,,Прекрасный ритм: Моё будущее,227
Rewrite,,Перезапись,227
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,,"Завоеватели мира: Операция ""Звезда"" - Новая Битва",227
Shinzou Ningen Casshern,,Новый человек Кассян,227
Shuffle! Prologue,,Шафл! Пролог,227
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,,Детективное агентство Милки Холмс: Ночное веселье — Подарок от Кэна и Жанет,227
Teekyuu 5,,Теннис 5,227
Toaru Majutsu no Index III,,Индекс волшебства III,228
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",,Касание: Госпожа Одинокое Вчера — А вот и ты...,228
Uchuu Senkan Yamato: Aratanaru Tabidachi,,Космический линкор Ямато: Новый поход,228
Weiß Kreuz,,Белый крест,228
Youjo Shenki,,Военная хроника миленькой девочки,228
Zettai Muteki Raijin-Oh,,Несокрушимый Райдзин-О,228
30-sai no Hoken Taiiku,,Половое и нравственное воспитание для 30-летних,228
Anime Tenchou x Touhou Project,,Продавец аниме х Тохо,228
Baka to Test to Shoukanjuu Mini Anime,,"Дурни, тесты, аватары: Мини-аниме",228
Bakuman. 2nd Season Special,,Бакуман 2: Спешл,228
Bakuretsu Hunters,,Охотники за чародеями,228
Bakuten Shoot Beyblade,,Бейблэйд,228
Bokusatsu Tenshi Dokuro-chan 2,,Убойный ангел Докуро-тян 2,228
Chain Chronicle: Haecceitas no Hikari,,Цепные хроники: Свет Геццейтаса,228
Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,,Чудачества любви не помеха! На линии фронта,228
Concrete Revolutio: Choujin Gensou,,Бетонная революция: Сверхчеловеческая фантазия,228
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,,Вечеринка мертвецов: Замученные души,228
Di Gi Charat,,Ди-Ги Карат,228
Dokidoki! Precure,,Стук сердца! Милое лекарство,228
Dragon Quest: Dai no Daibouken,,Драгон Квест: Приключения Дая,228
Ensemble Stars!,,Звёзды ансамбля!,229
Eureka Seven AO,,Эврика 7 АО,229
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,,В поисках полной луны: Милое-милое приключение,229
Hoshi no Kirby,,Звезда Кирби,229
Inaka Isha,,Сельский врач,229
Inazuma Eleven Go: Galaxy,,Инадзума 11: Только вперёд! — Галактика,229
Kemushi no Boro,,Гусеница Боро,229
Kujira no Kora wa Sajou ni Manabu!,,В песках учащиеся китята!,229
,,,229
Marginal#4: Kiss kara Tsukuru Big Bang,,Запредельная четвёрка,229
Mayoi Neko Overrun! Specials,,Нашествие бродячих кошек! Спешлы,229
Mikagura Gakuen Kumikyoku (TV),,Сюита школы Микагура,229
Mini Yuri,,Мини-лилии,229
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,,Мобильный воин Гандам МС: Скрытая Однолетняя война,229
Nagato Yuki-chan no Shoushitsu,,Исчезновение Юки Нагато,229
Nobunagun,,Пушка Нобунаги,229
Onegai☆Teacher: Reminiscence Disc,,"Пожалуйста, учитель: Воспоминания",229
Pokemon: Mewtwo - Kakusei e no Prologue,,Покемон: Мьюту — Пролог к пробуждению,229
Re:Petit kara Hajimeru Isekai Seikatsu,,Re:Petit. Жизнь с малого в альтернативном мире,229
ReLIFE: Kanketsu-hen Specials,,Повторная жизнь: Заключительная глава — Спешлы,229
Seton Doubutsuki,https://shikimori.one/animes/7845-seton-doubutsuki,Хроники животных Сетона,230
Shin Koihime†Musou: Otome Tairan - Gakuensai da yo! Zenin Shuugou no Koto,https://shikimori.one/animes/10297-shin-koihime-musou-otome-tairan-gakuensai-da-yo-zenin-shuugou-no-koto,Несравненная принцесса любви 3 OVA,230
Shinkon Gattai Godannar!!,https://shikimori.one/animes/1103-shinkon-gattai-godannar,Годаннар,230
Shutsugeki! Machine Robo Rescue,https://shikimori.one/animes/3098-shutsugeki-machine-robo-rescue,"Механизированные спасатели, вперёд!",230
Soukou Kihei Votoms: Big Battle,https://shikimori.one/animes/2584-soukou-kihei-votoms-big-battle,Бронированные воины Вотомы: Большая битва,230
Tenshi ni Narumon!,https://shikimori.one/animes/605-tenshi-ni-narumon,Я стану ангелом!,230
Tokyo Babylon,https://shikimori.one/animes/1043-tokyo-babylon,Токио Вавилон,230
Toriko 3D: Kaimaku Gourmet Adventure!!,https://shikimori.one/animes/10074-toriko-3d-kaimaku-gourmet-adventure,Торико 3D,230
Tsukipro The Animation,https://shikimori.one/animes/34474-tsukipro-the-animation,Лунный проект,230
"Urusei Yatsura: Haru da, Tobidase!",https://shikimori.one/animes/1481-urusei-yatsura-haru-da-tobidase,Несносные пришельцы: Это весна! Обнажайся!,230
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,https://shikimori.one/animes/36777-utawarerumono-tusukuru-koujo-no-karei-naru-hibi,Прославленный: Великолепные дни принцессы Тусукуру,230
Wanwan Sanjuushi,https://shikimori.one/animes/3761-wanwan-sanjuushi,Д'Артаньгав и три пса-мушкетера,230
Yama no Susume: Kabe tte Kowakunai no?,https://shikimori.one/animes/17341-yama-no-susume-kabe-tte-kowakunai-no,Манящие горы: Каков стимул восхождения?,230
3-gatsu no Lion Recap,https://shikimori.one/animes/34647-3-gatsu-no-lion-recap,Мартовский лев: Рекап,230
A.I.C.O.: Incarnation,https://shikimori.one/animes/36039-a-i-c-o-incarnation,A.I.C.O.: Инкарнация,230
Ace wo Nerae! 2,https://shikimori.one/animes/314-ace-wo-nerae-2,Бей эйс! OVA,230
Aishite Knight,https://shikimori.one/animes/2221-aishite-knight,Дети рок-н-ролла,230
Aiura,https://shikimori.one/animes/z17082-aiura,Школьницам опять нечего делать,230
Azuki-chan,https://shikimori.one/animes/1893-azuki-chan,Малышка Адзуки,230
Bannou Bunka Neko-Musume,https://shikimori.one/animes/373-bannou-bunka-neko-musume,Универсальная современная девушка-кошка,230
Battle Spirits: Burning Soul,,Дух битвы: Горящая душа,231
Bouken Ou Beet Excellion,,Приключения короля Бита 2,231
Candy Candy (Movie),,Кэнди-Кэнди (1992),231
Choujikuu Seiki Orguss 02,,Оргусс 02,231
Coo: Tooi Umi kara Kita Coo,,Ку из далёкого океана,231
"Dakara Boku wa, H ga Dekinai.",,"Говорю же, у меня не встаёт!",231
Dorami & Doraemons: Robot School's Seven Mysteries,,Дорами и Дораэмон: Семь загадок школы роботов,231
Future Card Buddyfight Hundred,,Карты будущего: Дружеские бои 100,231
Gakuen Heaven: Hamu Hamu Heaven,,Райская школа: Хаму-хаму рай,231
Girls Bravo: Second Season,,"Браво, девушки! 2",231
Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,,Клетки за работой: Эпизод 11.5,231
Hatsukoi Limited.: Gentei Shoujo,,Предел первой любви: Спешлы,231
Herlock Saga: Nibelung no Yubiwa,,Сага о Харлоке: Кольцо Нибелунга,231
Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,,Багровые осколки OVA,231
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,,Адский учитель Нубэ: Полночь. Смерть Нубэ.,231
Kaze wo Mita Shounen,,"Мальчик, который видел ветер",231
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,,Дело ведёт юный детектив Киндаити: Убийство в больнице Синигами,231
Kousoku Denjin Albegus,,Электро-бог Албэгус,231
Kyou no Asuka Show,,Сегодня Аска вам покажет,231
Ling Yu: Di San Ji,,Край основателей 3,231
Lostorage Incited WIXOSS,https://shikimori.one/animes/33197-lostorage-incited-wixoss,Лострейдж: Побуждение «WIXOSS»,232
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,https://shikimori.one/animes/27857-madan-no-ou-to-vanadis-tigre-kun-to-vanadi-chu,Тигре и Ванади,232
Mai-HiME: Kuro no Mai/Saigo no Bansan,https://shikimori.one/animes/8062-mai-hime-kuro-no-mai-saigo-no-bansan,Май-Химэ: Чёрный танец и Тайная вечеря,232
Master Mosquiton,https://shikimori.one/animes/1805-master-mosquiton,Хозяйка Москитона,232
Nana Maru San Batsu,https://shikimori.one/animes/34580-nana-maru-san-batsu,"Семь — верно, три — неверно",232
Okusama ga Seitokaichou!,https://shikimori.one/animes/28819-okusama-ga-seitokaichou,Моя жена — президент студенческого совета!,232
